RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
3054,"LSB10046","12/18/2017","The Application of the 'One Central Reason' Standard in Asylum and Withholding of Removal Cases","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10046/LSB10046.pdf/","2","12/19/2017"
3055,"R45009","12/18/2017","The National Science Foundation: FY2018 Appropriations and Funding History","https://crsreports.congress.gov/product/pdf/download/R/R45009/R45009.pdf/","6","11/02/2017"
3056,"IF10791","12/14/2017","Brand USA: Congressional Appropriators and Administration Disagree on Funding Cuts for U.S. Tourism Promotion","https://crsreports.congress.gov/product/pdf/download/IF/IF10791/IF10791.pdf/","3","12/14/2017"
3057,"R44923","12/14/2017","FY2018 National Defense Authorization Act: Selected Military Personnel Issues","https://crsreports.congress.gov/product/pdf/download/R/R44923/R44923.pdf/","10","08/22/2017"
3058,"R43125","12/14/2017","Mixed-Oxide Fuel Fabrication Plant and Plutonium Disposition: Management and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R43125/R43125.pdf/","15","06/27/2013"
3059,"RL32748","12/14/2017","The Temporary Assistance for Needy Families (TANF) Block Grant: A Primer on TANF Financing and Federal Requirements","https://crsreports.congress.gov/product/pdf/download/RL/RL32748/RL32748.pdf/","36","02/01/2005"
3060,"R45044","12/13/2017","Federal Milk Marketing Orders: An Overview","https://crsreports.congress.gov/product/pdf/download/R/R45044/R45044.pdf/","3","12/13/2017"
3061,"IF10790","12/13/2017","What Next for the Third Offset Strategy?","https://crsreports.congress.gov/product/pdf/download/IF/IF10790/IF10790.pdf/","3","12/13/2017"
3062,"LSB10044","12/12/2017","Suing Subway: When Does a Class Action Settlement Benefit Only the Lawyers?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10044/LSB10044.pdf/","2","12/12/2017"
3063,"LSB10043","12/12/2017","Supreme Court Declines to Take Up Military Commission Challenges - Al Bahlul and Al-Nashiri","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10043/LSB10043.pdf/","2","12/12/2017"
3064,"R45038","12/7/2017","Efforts to Address Seasonal Agricultural Import Competition in the NAFTA Renegotiation","https://crsreports.congress.gov/product/pdf/download/R/R45038/R45038.pdf/","3","12/07/2017"
3065,"IF10788","12/7/2017","Levee Safety and Risk: Status and Considerations","https://crsreports.congress.gov/product/pdf/download/IF/IF10788/IF10788.pdf/","3","12/07/2017"
3066,"IN10810","12/6/2017","Natural Disasters of 2017: Congressional Considerations Related to FEMA Assistance","https://crsreports.congress.gov/product/pdf/download/IN/IN10810/IN10810.pdf/","4","11/02/2017"
3067,"98-336","12/6/2017","Senate Committee Hearings: Arranging Witnesses","https://crsreports.congress.gov/product/pdf/download/RS/98-336/98-336.pdf/","14","01/07/2005"
3068,"98-337","12/6/2017","Senate Committee Hearings: Scheduling and Notification","https://crsreports.congress.gov/product/pdf/download/RS/98-337/98-337.pdf/","14","01/07/2005"
3069,"98-392","12/6/2017","Senate Committee Hearings: Witness Testimony","https://crsreports.congress.gov/product/pdf/download/RS/98-392/98-392.pdf/","14","04/29/2003"
3070,"R44901","12/6/2017","Senate Committee Rules in the 115th Congress: Key Provisions","https://crsreports.congress.gov/product/pdf/download/R/R44901/R44901.pdf/","4","07/24/2017"
3071,"98-384","12/6/2017","Senate Consideration of Treaties","https://crsreports.congress.gov/product/pdf/download/RS/98-384/98-384.pdf/","19","04/10/2003"
3072,"R45035","12/5/2017","The Child and Dependent Care Credit: Impact of Selected Policy Options","https://crsreports.congress.gov/product/pdf/download/R/R45035/R45035.pdf/","3","12/05/2017"
3073,"R45042","12/5/2017","Winter Fuels Outlook 2017-2018","https://crsreports.congress.gov/product/pdf/download/R/R45042/R45042.pdf/","3","12/12/2017"
3074,"98-489","12/4/2017","Senate Committee Hearings: Preparation","https://crsreports.congress.gov/product/pdf/download/RS/98-489/98-489.pdf/","16","07/26/2004"
3075,"IF10640","12/4/2017","Tax Reform: Repatriation of Foreign Earnings","https://crsreports.congress.gov/product/pdf/download/IF/IF10640/IF10640.pdf/","4","04/27/2017"
3076,"IF10705","12/4/2017","Tax Reform: The Alternative Minimum Tax","https://crsreports.congress.gov/product/pdf/download/IF/IF10705/IF10705.pdf/","4","08/18/2017"
3077,"LSB10039","12/1/2017","Changes to 'Too Big To Fail?': Treasury Recommends Revisions to Dodd-Frank SIFI Designation Process for Non-Banks (Part I)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10039/LSB10039.pdf/","2","12/01/2017"
3078,"LSB10040","12/1/2017","Changes to 'Too Big To Fail'?: Treasury Recommends Revisions to Dodd-Frank SIFI Designation Process for Non-Banks (Part II)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10040/LSB10040.pdf/","2","12/01/2017"
3079,"IF10290","12/1/2017","Tajikistan","https://crsreports.congress.gov/product/pdf/download/IF/IF10290/IF10290.pdf/","11","09/15/2015"
3080,"R45043","12/1/2017","Understanding the Speech or Debate Clause","https://crsreports.congress.gov/product/pdf/download/R/R45043/R45043.pdf/","3","12/13/2017"
3081,"R44779","11/30/2017","Colombia's Changing Approach to Drug Policy","https://crsreports.congress.gov/product/pdf/download/R/R44779/R44779.pdf/","8","03/10/2017"
3082,"RS22401","11/30/2017","Money Laundering: An Abridged Overview of 18 U.S.C.  Sect.  1956 and Related Federal Criminal Law","https://crsreports.congress.gov/product/pdf/download/RS/RS22401/RS22401.pdf/","11","03/16/2006"
3083,"RL33315","11/30/2017","Money Laundering: An Overview of 18 U.S.C.  Sect.  1956 and Related Federal Criminal Law","https://crsreports.congress.gov/product/pdf/download/RL/RL33315/RL33315.pdf/","13","03/16/2006"
3084,"IF10120","11/30/2017","Transatlantic Trade and Investment Partnership (T-TIP)","https://crsreports.congress.gov/product/pdf/download/IF/IF10120/IF10120.pdf/","14","02/04/2015"
3085,"LSB10034","11/29/2017","Killing Endangered Species: What's Reasonable Self-Defense?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10034/LSB10034.pdf/","2","11/29/2017"
3086,"R45028","11/28/2017","Presidential Appointments to Full-Time Positions in Independent and Other Agencies During the 114th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45028/R45028.pdf/","4","11/28/2017"
3087,"R45029","11/28/2017","Presidential Appointments to Full-Time Positions on Regulatory and Other Collegial Boards and Commissions, 114th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45029/R45029.pdf/","4","11/28/2017"
3088,"R45031","11/28/2017","The Supplemental Poverty Measure: Its Core Concepts, Development, and Use","https://crsreports.congress.gov/product/pdf/download/R/R45031/R45031.pdf/","3","11/29/2017"
3089,"LSB10031","11/27/2017","Fibbing to Get a Lawyer: Circuits Split on Punishment","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10031/LSB10031.pdf/","3","11/27/2017"
3090,"RS22733","11/27/2017","Senate Rules Restricting the Content of Conference Reports","https://crsreports.congress.gov/product/pdf/download/RS/RS22733/RS22733.pdf/","10","10/03/2007"
3091,"LSB10032","11/27/2017","The Federal Government's Plenary Immigration Power Collides with the Constitutional Right to an Abortion (Part I)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10032/LSB10032.pdf/","3","11/27/2017"
3092,"LSB10033","11/27/2017","The Federal Government's Plenary Immigration Power Collides with the Constitutional Right to an Abortion (Part II)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10033/LSB10033.pdf/","2","11/27/2017"
3093,"R44750","11/21/2017","FDA Human Medical Product User Fee Programs: In Brief ","https://crsreports.congress.gov/product/pdf/download/R/R44750/R44750.pdf/","5","01/31/2017"
3094,"R45025","11/21/2017","Iraq: Background and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/R/R45025/R45025.pdf/","4","11/22/2017"
3095,"R45024","11/21/2017","The Campus-Based Financial Aid Programs: Background and Issues","https://crsreports.congress.gov/product/pdf/download/R/R45024/R45024.pdf/","3","11/21/2017"
3096,"RL33010","11/20/2017","Australia: Background and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/RL/RL33010/RL33010.pdf/","25","07/27/2005"
3097,"IG10010","11/20/2017","The U.S. Individual Income Tax System, 2017 ","https://crsreports.congress.gov/product/pdf/download/IG/IG10010/IG10010.pdf/","3","11/20/2017"
3098,"IF10303","11/20/2017","Turkmenistan","https://crsreports.congress.gov/product/pdf/download/IF/IF10303/IF10303.pdf/","5","10/13/2015"
3099,"IF10781","11/20/2017","U.S. Solar Manufacturing and Global Competition","https://crsreports.congress.gov/product/pdf/download/IF/IF10781/IF10781.pdf/","2","11/20/2017"
3100,"IF10365","11/17/2017","End-Year DOD Contract Spending","https://crsreports.congress.gov/product/pdf/download/IF/IF10365/IF10365.pdf/","6","02/25/2016"
3101,"R43743","11/17/2017","Monuments and Memorials Authorized and Completed Under the Commemorative Works Act in the District of Columbia","https://crsreports.congress.gov/product/pdf/download/R/R43743/R43743.pdf/","17","09/30/2014"
3102,"IF10704","11/17/2017","Tax Reform: Estate and Gift Tax","https://crsreports.congress.gov/product/pdf/download/IF/IF10704/IF10704.pdf/","3","08/18/2017"
3103,"IF10775","11/16/2017","Office of Compliance: Background Information","https://crsreports.congress.gov/product/pdf/download/IF/IF10775/IF10775.pdf/","2","11/16/2017"
3104,"R45018","11/16/2017","Potential Effects of a U.S. NAFTA Withdrawal: Agricultural Markets","https://crsreports.congress.gov/product/pdf/download/R/R45018/R45018.pdf/","8","11/13/2017"
3105,"R45023","11/16/2017","Repair or Rebuild: Options for Electric Power in Puerto Rico","https://crsreports.congress.gov/product/pdf/download/R/R45023/R45023.pdf/","4","11/21/2017"
3106,"LSB10030","11/15/2017","Joint Employment and the Save Local Business Act","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10030/LSB10030.pdf/","2","11/15/2017"
3107,"IF10712","11/15/2017","Key Issues in Tax Reform: Federal Subsidies for Interest Income Generated from Municipal Bonds","https://crsreports.congress.gov/product/pdf/download/IF/IF10712/IF10712.pdf/","4","08/21/2017"
3108,"IF10579","11/15/2017","Key Issues in Tax Reform: Itemized Tax Deductions","https://crsreports.congress.gov/product/pdf/download/IF/IF10579/IF10579.pdf/","5","01/05/2017"
3109,"R44435","11/15/2017","The Article V Convention to Propose Constitutional Amendments: Current Developments","https://crsreports.congress.gov/product/pdf/download/R/R44435/R44435.pdf/","5","03/29/2016"
3110,"IF10721","11/14/2017","Key Issues in Tax Reform: the Deduction for State and Local Taxes","https://crsreports.congress.gov/product/pdf/download/IF/IF10721/IF10721.pdf/","4","09/01/2017"
3111,"RS21121","11/14/2017","Statute of Limitation in Federal Criminal Cases: A Sketch","https://crsreports.congress.gov/product/pdf/download/RS/RS21121/RS21121.pdf/","8","12/15/2004"
3112,"RL31253","11/14/2017","Statute of Limitation in Federal Criminal Cases: An Overview","https://crsreports.congress.gov/product/pdf/download/RL/RL31253/RL31253.pdf/","10","12/15/2004"
3113,"LSB10028","11/14/2017","The Latest Chapter in Insider Trading Law: Major Circuit Decision Expands Scope of Liability for Trading on a 'Tip'","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10028/LSB10028.pdf/","2","11/14/2017"
3114,"R45022","11/14/2017","Transportation, Housing and Urban Development, and Related Agencies (THUD): FY2018 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R45022/R45022.pdf/","2","11/20/2017"
3115,"LSB10026","11/9/2017","Can Congress Limit the President's Power to Launch Nuclear Weapons?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10026/LSB10026.pdf/","2","11/09/2017"
3116,"R43407","11/9/2017","Drought in the United States: Causes and Current Understanding","https://crsreports.congress.gov/product/pdf/download/R/R43407/R43407.pdf/","8","02/27/2014"
3117,"R45015","11/9/2017","Minority Business Development Agency: An Overview of its History and Current Issues","https://crsreports.congress.gov/product/pdf/download/R/R45015/R45015.pdf/","4","11/09/2017"
3118,"R40879","11/9/2017","Resolutions of Inquiry: An Analysis of Their Use in the House, 1947-2017","https://crsreports.congress.gov/product/pdf/download/R/R40879/R40879.pdf/","12","10/30/2009"
3119,"R45014","11/8/2017","Government Printing, Publications, and Digital Information Management: Issues and Challenges","https://crsreports.congress.gov/product/pdf/download/R/R45014/R45014.pdf/","3","11/08/2017"
3120,"R45016","11/8/2017","The Rohingya Crises in Bangladesh and Burma","https://crsreports.congress.gov/product/pdf/download/R/R45016/R45016.pdf/","3","11/09/2017"
3121,"R44966","11/8/2017","Wildfire Suppression Spending: Background, Issues, and Legislation in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/R/R44966/R44966.pdf/","9","09/26/2017"
3122,"R44994","11/6/2017","The North Korean Nuclear Challenge: Military Options and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44994/R44994.pdf/","13","10/27/2017"
3123,"R45011","11/2/2017","Clearing the Air on the Debt Limit ","https://crsreports.congress.gov/product/pdf/download/R/R45011/R45011.pdf/","3","11/02/2017"
3124,"IF10558","11/2/2017","Coverage in the Private Health Insurance Market","https://crsreports.congress.gov/product/pdf/download/IF/IF10558/IF10558.pdf/","8","12/19/2016"
3125,"R45010","11/2/2017","Public-Private Partnerships (P3s) in Transportation","https://crsreports.congress.gov/product/pdf/download/R/R45010/R45010.pdf/","4","11/02/2017"
3126,"R43061","11/2/2017","The U.S. Science and Engineering Workforce: Recent, Current, and Projected Employment, Wages, and Unemployment","https://crsreports.congress.gov/product/pdf/download/R/R43061/R43061.pdf/","11","05/06/2013"
3127,"LSB10021","11/1/2017","Federal Agencies Disagree Whether Sexual Orientation Discrimination Is Prohibited by Title VII ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10021/LSB10021.pdf/","2","11/01/2017"
3128,"IF10765","11/1/2017","Federal Crop Insurance for Specialty Crops","https://crsreports.congress.gov/product/pdf/download/IF/IF10765/IF10765.pdf/","2","11/01/2017"
3129,"IF10304","11/1/2017","Kyrgyz Republic","https://crsreports.congress.gov/product/pdf/download/IF/IF10304/IF10304.pdf/","7","10/13/2015"
3130,"LSB10022","11/1/2017","Out of Office: Vacancies, Acting Officers, and Day 301","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10022/LSB10022.pdf/","2","11/01/2017"
3131,"R45006","11/1/2017","U.S. Liquefied Natural Gas (LNG) Exports: Prospects for the Caribbean","https://crsreports.congress.gov/product/pdf/download/R/R45006/R45006.pdf/","3","11/01/2017"
3132,"IF10764","10/31/2017","Media Ownership Rules, Diversity, and Sinclair-Tribune Merger","https://crsreports.congress.gov/product/pdf/download/IF/IF10764/IF10764.pdf/","2","10/31/2017"
3133,"R45007","10/31/2017","Overtime Exemptions in the Fair Labor Standards Act for Executive, Administrative, and Professional Employees","https://crsreports.congress.gov/product/pdf/download/R/R45007/R45007.pdf/","4","11/01/2017"
3134,"R45004","10/31/2017","Presidential Appointments to Full-Time Positions in Executive Departments During the 114th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45004/R45004.pdf/","4","10/31/2017"
3135,"R44999","10/31/2017","The Federal Assets Sale and Transfer Act of 2016: Background and Key Provisions","https://crsreports.congress.gov/product/pdf/download/R/R44999/R44999.pdf/","4","10/31/2017"
3136,"R44998","10/30/2017","Renegotiating NAFTA and U.S. Textile Manufacturing","https://crsreports.congress.gov/product/pdf/download/R/R44998/R44998.pdf/","3","10/30/2017"
3137,"R44996","10/30/2017","Taiwan: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44996/R44996.pdf/","5","10/30/2017"
3138,"LSB10019","10/30/2017","Treasury Proposes Rule That Could Deliver a 'Death Sentence' to Chinese Bank","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10019/LSB10019.pdf/","2","10/30/2017"
3139,"R44995","10/27/2017","Niger: Frequently Asked Questions About the October 2017 Attack on U.S. Soldiers","https://crsreports.congress.gov/product/pdf/download/R/R44995/R44995.pdf/","4","10/27/2017"
